Country,ID,Instrument,insID,idOrder,Type,Question,Answer,Sources,Comment,instrumentDF,filterCountry
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_6,7,Signature related,Are there any restrictions on where the signatures can be collected?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_7,8,Signature related,Do signatories have to provide identification documents in addition to personal information when signing the initiative?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_8,9,Signature related,Is it possible to gather signatures electronically?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_9,10,Signature related,Are the signatures systematically verified?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_10,11,Signature related,Who checks the signatures?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_11,12,Signature related,Is there a legal remedy against invalidation of signatures?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_12,13,Formal procedure,Is there a formal admissibility check?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_13,14,Formal procedure,Who decides about the formal admissibility?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_14,15,Formal procedure,Is there a legal remedy against the decision on formal admissibility?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_15,16,Formal procedure,Who decides about the claim for remedy in the formal admissibility procedure?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_16,17,Formal procedure,Who can initiate the formal remedy procedure (state actor - initiator - anyone)?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_17,18,Formal procedure,Does the formal admissibility procedure take place before the signature collection?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_18,19,Formal procedure,Is formal admissibility decided in a special procedure?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_19,20,Formal procedure,Do participants have a right to be heard in the formal admissibility procedure?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_20,21,Formal procedure,Is there an evidentiary procedure in the formal admissibility procedure?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_21,22,Formal procedure,Are the legal consequences of the formal admissibility procedures binding?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_22,23,Formal procedure,Is invalidity the legal consequence of formal inadmissibility?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_23,24,Substantive procedure,Is there a substantive admissibility check?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_24,25,Substantive procedure,Who decides about the substantive admissibility?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_25,26,Substantive procedure,Is there a legal remedy against the decision on substantive admissibility?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_26,27,Substantive procedure,Who decides about the claim for remedy in the substantive admissibility procedure?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_27,28,Substantive procedure,Who can initiate the substantive remedy procedure (state actor - initiator - anyone)?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_28,29,Substantive procedure,Does the substantive admissibility procedure take place before the signature collection?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_29,30,Substantive procedure,Is substantive admissibility decided in a special procedure?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_30,31,Substantive procedure,Do participants have a right to be heard in the substantive admissibility procedure?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_31,32,Substantive procedure,Is there an evidentiary procedure in the substantive admissibility procedure?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_32,33,Substantive procedure,Are the legal consequences of the substantive admissibility procedure binding?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_33,34,Substantive procedure,Is invalidity the legal consequence of substantive inadmissibility?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_34,35,Formal limit,Does the proposal have to be submitted as a (draft) legal text?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_35,36,Formal limit,Are there any formal limits on the wording of the referendum proposal?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_36,37,Formal limit,Is there a clarity of the question requirement?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_37,38,Formal limit,Is there a unity of form requirement?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_38,39,Formal limit,Is there a unity of substance requirement?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_39,40,Formal limit,"Are there any other formal limits? If Yes, describe in comments.",NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_40,41,Substantive limit,Are certain type of legal acts excluded from being the subject of it?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_41,42,Substantive limit,Are constitutional amendments excluded from being the subject of it?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_42,43,Substantive limit,Are the legal provisions challenged before or after their entry into force?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_43,44,Substantive limit,Can only issues of special importance be the subject of referendums?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_44,45,Substantive limit,Can only certain enumerated issues be the subject of referendums?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_45,46,Substantive limit,Are there any prohibited issues?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_46,47,Substantive limit,Are referendums on constitutional amendments prohibited?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_47,48,Substantive limit,Are referendums related to international law obligations prohibited?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_48,49,Substantive limit,Are referendums related to fundamental rights and freedoms prohibited?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_49,50,Substantive limit,Are referendums on state structure or form of government prohibited?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_50,51,Substantive limit,Are referendums on state symbols prohibited?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_51,52,Substantive limit,Are referendums on the official language prohibited?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_52,53,Substantive limit,Are referendums on territorial issues or territorial integrity prohibited?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_53,54,Substantive limit,"Are referendums on state finances (budget, taxes, or other financial obligations) prohibited?",NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_54,55,Substantive limit,"Are referendums on issues related to national security (military, police, secret services) prohibited?",NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_55,56,Substantive limit,"Are referendums on emergency powers (declaration of war, state of emergency etc) or urgent matters prohibited?",NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_56,57,Substantive limit,Are referendums on pardon and amnesty prohibited?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_57,58,Substantive limit,Are referendums on naturalisation issues prohibited?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_58,59,Substantive limit,Are referendums on minorities or minority rights prohibited?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_59,60,Substantive limit,Are referendums on the rules of elections and referendums prohibited?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_60,61,Substantive limit,Are referendums on the election or appointment of state officials or civil service laws prohibited?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_61,62,Substantive limit,Are referendums on legislative competences prohibited?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_62,63,Substantive limit,Are referendums on executive competences prohibited?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_63,64,Substantive limit,"Are referendums on issues related to the judiciary (competences, independence etc) prohibited?",NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_64,65,Substantive limit,Are referendums on issues related to local governance prohibited?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_65,66,Substantive limit,Are there any other prohibited issues?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_66,67,Referendum related,Is it mandatory to call the referendum?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_67,68,Referendum related,Is the referendum result binding?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_68,69,Referendum related,Turnout quorum,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_69,70,Referendum related,Approval quorum,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_70,71,Referendum related,Territorial approval threshold,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_71,72,Referendum related,Who is responsible for certifying/validating the referendum result?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Rejective initiative,Rejective initiative,Rejective_74,89,Subnational related,Does this type of instrument exist at the subnational level?,NA,NA,NA,Rejective_initiative,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_1,1,General,Is the instrument available at national level?,No,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_2,2,General,Is there an explicit legal basis for this type of referendum?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_3,3,General,"Under what conditions can the instrument be initiated (number of ministers, whole government, President etc.)?",NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_4,13,Formal procedure,Is there a formal admissibility check?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_5,14,Formal procedure,Who decides about the formal admissibility?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_6,15,Formal procedure,Is there a legal remedy against the decision on formal admissibility?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_7,16,Formal procedure,Who decides about the claim for remedy in the formal admissibility procedure?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_8,17,Formal procedure,Who can initiate the formal remedy procedure (state actor - initiator - anyone)?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_9,19,Formal procedure,Is formal admissibility decided in a special procedure?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_10,20,Formal procedure,Do participants have a right to be heard in the formal admissibility procedure?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_11,21,Formal procedure,Is there an evidentiary procedure in the formal admissibility procedure?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_12,22,Formal procedure,Are the legal consequences of the formal admissibility procedures binding?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_13,23,Formal procedure,Is invalidity the legal consequence of formal inadmissibility?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_14,24,Substantive procedure,Is there a substantive admissibility check?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_15,25,Substantive procedure,Who decides about the substantive admissibility?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_16,26,Substantive procedure,Is there a legal remedy against the decision on substantive admissibility?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_17,27,Substantive procedure,Who decides about the claim for remedy in the substantive admissibility procedure?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_18,28,Substantive procedure,Who can initiate the substantive remedy procedure (state actor - initiator - anyone)?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_19,30,Substantive procedure,Is substantive admissibility decided in a special procedure?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_20,31,Substantive procedure,Do participants have a right to be heard in the substantive admissibility procedure?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_21,32,Substantive procedure,Is there an evidentiary procedure in the substantive admissibility procedure?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_22,33,Substantive procedure,Are the legal consequences of the substantive admissibility procedure binding?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_23,34,Substantive procedure,Is invalidity the legal consequence of substantive inadmissibility?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_24,35,Formal limit,Does the proposal have to be submitted as a (draft) legal text?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_25,36,Formal limit,Are there any formal limits on the wording of the referendum proposal?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_26,37,Formal limit,Is there a clarity of the question requirement?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_27,38,Formal limit,Is there a unity of form requirement?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_28,39,Formal limit,Is there a unity of substance requirement?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_29,40,Formal limit,"Are there any other formal limits? If Yes, describe in comments.",NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_30,41,Substantive limit,Are certain type of legal acts excluded from being the subject of it?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_31,42,Substantive limit,Are constitutional amendments excluded from being the subject of it?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_32,43,Substantive limit,Are the legal provisions challenged before or after their entry into force?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_33,44,Substantive limit,Can only issues of special importance be the subject of referendums?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_34,45,Substantive limit,Can only certain enumerated issues be the subject of referendums?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_35,46,Substantive limit,Are there any prohibited issues?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_36,47,Substantive limit,Are referendums on constitutional amendments prohibited?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_37,48,Substantive limit,Are referendums related to international law obligations prohibited?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_38,49,Substantive limit,Are referendums related to fundamental rights and freedoms prohibited?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_39,50,Substantive limit,Are referendums on state structure or form of government prohibited?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_40,51,Substantive limit,Are referendums on state symbols prohibited?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_41,52,Substantive limit,Are referendums on the official language prohibited?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_42,53,Substantive limit,Are referendums on territorial issues or territorial integrity prohibited?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_43,54,Substantive limit,"Are referendums on state finances (budget, taxes, or other financial obligations) prohibited?",NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_44,55,Substantive limit,"Are referendums on issues related to national security (military, police, secret services) prohibited?",NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_45,56,Substantive limit,"Are referendums on emergency powers (declaration of war, state of emergency etc) or urgent matters prohibited?",NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_46,57,Substantive limit,Are referendums on pardon and amnesty prohibited?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_47,58,Substantive limit,Are referendums on naturalisation issues prohibited?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_48,59,Substantive limit,Are referendums on minorities or minority rights prohibited?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_49,60,Substantive limit,Are referendums on the rules of elections and referendums prohibited?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_50,61,Substantive limit,Are referendums on the election or appointment of state officials or civil service laws prohibited?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_51,62,Substantive limit,Are referendums on legislative competences prohibited?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_52,63,Substantive limit,Are referendums on executive competences prohibited?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_53,64,Substantive limit,"Are referendums on issues related to the judiciary (competences, independence etc) prohibited?",NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_54,65,Substantive limit,Are referendums on issues related to local governance prohibited?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_55,66,Substantive limit,Are there any other prohibited issues?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_56,67,Referendum related,Is it mandatory to call the referendum?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_57,68,Referendum related,Is the referendum result binding?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_58,69,Referendum related,Turnout quorum,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_59,70,Referendum related,Approval quorum,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_60,71,Referendum related,Territorial approval threshold,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_61,72,Referendum related,Who is responsible for certifying/validating the referendum result?,NA,NA,NA,Subnational_initiated,NA
Latvia,Latvia_Subnational-initiated,Subnational-initiated,Subnational_62,89,Subnational related,Does this type of instrument exist at the subnational level?,No,NA,NA,Subnational_initiated,NA
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_1,1,General,Is the instrument available at national level?,Yes,"Article 64 of the Constitution, Art. 80 (2) People's Rights Act","If the initiative is in the form of a simple proposal, the parliament can take up the issue and take action itself - with or without a popular vote at the end - or considers the issue unnecessary. VRG or People's Rights Act",Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_2,2,General,Is there an explicit legal basis for this type of referendum?,Yes,"Art. 64 of the Constitution, Art. 80 (2), 85 People's Rights Act",Legislative initiative Art. 80 People's Rights Act; constitutional initiative Art. 85 People's Rights Act,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_3,4,Signature related,What is the total number of signatures required?,5.05,"Art. 80, Art. 85  People's Rights Act",Legislative initiative: 1000; constitutional initiative: 1500 signatures,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_4,5,Signature related,Is there a territorial threshold for signature gathering?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_5,6,Signature related,What is the time limit for collecting the required number of signatures (in days)?,42,Art. 70 (1) b) People's Rights Act,"The time limit begins with the official publication, not counting the day of publication.",Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_6,7,Signature related,Are there any restrictions on where the signatures can be collected?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_7,8,Signature related,Do signatories have to provide identification documents in addition to personal information when signing the initiative?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_8,9,Signature related,Is it possible to gather signatures electronically?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_9,10,Signature related,Are the signatures systematically verified?,Yes,Art. 69 (2) People's Rights Act,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_10,11,Signature related,Who checks the signatures?,Local authority,Art. 69 (2) People's Rights Act,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_11,12,Signature related,Is there a legal remedy against invalidation of signatures?,Yes,Art. 70 (4) People's Rights Act,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_12,13,Formal procedure,Is there a formal admissibility check?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_13,14,Formal procedure,Who decides about the formal admissibility?,NA,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_14,15,Formal procedure,Is there a legal remedy against the decision on formal admissibility?,NA,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_15,16,Formal procedure,Who decides about the claim for remedy in the formal admissibility procedure?,NA,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_16,17,Formal procedure,Who can initiate the formal remedy procedure (state actor - initiator - anyone)?,NA,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_17,18,Formal procedure,Does the formal admissibility procedure take place before the signature collection?,NA,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_18,19,Formal procedure,Is formal admissibility decided in a special procedure?,NA,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_19,20,Formal procedure,Do participants have a right to be heard in the formal admissibility procedure?,NA,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_20,21,Formal procedure,Is there an evidentiary procedure in the formal admissibility procedure?,NA,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_21,22,Formal procedure,Are the legal consequences of the formal admissibility procedures binding?,NA,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_22,23,Formal procedure,Is invalidity the legal consequence of formal inadmissibility?,NA,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_23,24,Substantive procedure,Is there a substantive admissibility check?,Yes,Art. 70b (1) People's Rights Act,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_24,25,Substantive procedure,Who decides about the substantive admissibility?,Parliament,Art. 70b (2) People's Rights Act,Government submits its report to Parliament.,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_25,26,Substantive procedure,Is there a legal remedy against the decision on substantive admissibility?,Yes,Art. 70b (3) People's Rights Act,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_26,27,Substantive procedure,Who decides about the claim for remedy in the substantive admissibility procedure?,Constitutional court,Art. 70b (3) People's Rights Act,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_27,28,Substantive procedure,Who can initiate the substantive remedy procedure (state actor - initiator - anyone)?,Initiator,NA,Court decisions: StGH 2002/73; StGH 2014/19,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_28,29,Substantive procedure,Does the substantive admissibility procedure take place before the signature collection?,Yes,Art. 70 (1) b) People's Rights Act,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_29,30,Substantive procedure,Is substantive admissibility decided in a special procedure?,Yes,Art. 70b (2) People's Rights Act,NA,Agenda_initiative,Yes
